employee_id,employee_name,department,designation,employment_status,base_salary,overtime_hours,overtime_rate,attendance_days,working_days,attendance_status,salary_paid,salary_payment_date,exit_date,bank_account,salary_leakage_flag,overtime_abuse_flag,ghost_employee_flag,duplicate_salary_flag
EMP1410,Arun,IT,Executive,Exited,51131,0,467,22,26,Present,121212,2025-01-29,2024-12-22,16985481,No,No,No,No
EMP1411,Priya,Operations,Lead,Active,72428,14,406,15,26,Absent,90248,2025-01-09,2024-12-14,84335324,No,No,No,No
EMP1412,Pavithra,Finance,Manager,Active,53870,39,466,13,26,Present,141443,2025-01-04,2025-01-18,69883192,No,Yes,No,No
EMP1413,Praveen,Finance,Manager,Active,69067,11,353,25,26,Present,111737,2025-01-12,2025-01-26,15506774,No,No,No,No
EMP1414,Shalini,Support,Analyst,Active,78585,21,241,2,26,Absent,130494,2025-01-09,2025-01-28,86086778,Yes,No,No,No
EMP1415,Lakshmi,IT,Executive,Active,41607,21,210,14,26,Absent,138571,2025-01-13,2024-12-14,82346128,No,No,No,No
EMP1416,Arun,HR,Analyst,Active,44968,16,493,2,26,Present,105435,2025-01-16,2025-01-13,96120049,Yes,No,No,No
EMP1417,Manoj,Finance,Senior Analyst,Active,118934,28,297,22,26,Present,39787,2025-01-26,2024-12-16,60524451,No,Yes,No,No
EMP1418,Divya,Support,Analyst,Active,31908,13,474,1,26,Present,40982,2025-01-06,2025-01-02,87157320,Yes,No,No,No
EMP1419,Sneha,Sales,Analyst,Active,46423,19,589,0,26,Present,139696,2025-01-10,2024-12-13,54855075,Yes,No,No,No
EMP1420,Meena,Support,Lead,Active,94707,32,571,8,26,Missing,42606,2025-01-13,2025-01-07,29230255,No,Yes,Yes,No
EMP1421,Naveen,Finance,Manager,Active,98257,14,429,8,26,Absent,147560,2025-01-07,2025-01-18,66291424,Yes,No,No,No
EMP1422,Manoj,Finance,Executive,Active,81215,11,568,22,26,Absent,30150,2025-01-28,2024-12-12,50906614,No,No,No,No
EMP1423,Nithya,Support,Analyst,Active,75835,39,419,6,26,Present,105929,2025-01-26,2025-01-24,56937182,Yes,Yes,No,No
EMP1424,Divya,HR,Executive,Active,69429,19,264,2,26,Absent,137423,2025-01-19,2025-01-20,38462405,Yes,No,No,No
EMP1425,Ganesh,Operations,Analyst,Active,102152,29,554,25,26,Present,122795,2025-01-24,2025-01-07,99317449,No,Yes,No,No
EMP1426,Arun,Finance,Senior Analyst,Active,58458,37,431,17,26,Present,132223,2025-01-19,2025-01-08,57039823,No,Yes,No,No
EMP1427,Priya,Support,Analyst,Active,66169,2,527,10,26,Present,66936,2025-01-17,2025-01-02,49707715,No,No,No,No
EMP1428,Ajith,Support,Lead,Active,27659,27,251,6,26,Present,113286,2025-01-13,2025-01-02,91282965,Yes,Yes,No,No
EMP1429,Kavya,IT,Manager,Active,80614,25,573,8,26,Absent,28593,2025-01-13,2024-12-29,34998095,No,No,No,No
EMP1430,Sneha,Operations,Senior Analyst,Active,97240,29,575,0,26,Present,37358,2025-01-26,2024-12-05,59790835,No,Yes,No,No
EMP1431,Priya,Sales,Analyst,Active,52793,12,462,13,26,Present,102143,2025-01-28,2024-12-06,41474949,No,No,No,No
EMP1432,Anitha,HR,Executive,Active,66473,12,466,19,26,Present,57381,2025-01-21,2024-12-31,50759705,No,No,No,No
EMP1433,Meena,Sales,Senior Analyst,Active,116762,1,558,5,26,Present,141465,2025-01-02,2024-12-16,14528458,Yes,No,No,No
EMP1434,Aishwarya,Operations,Senior Analyst,Active,109388,36,516,6,26,Present,110347,2025-01-10,2024-12-31,43012055,Yes,Yes,No,No
EMP1435,Ajith,Operations,Analyst,Active,117618,37,523,9,26,Present,48074,2025-01-30,2024-12-25,40900994,No,Yes,No,No
EMP1436,Rahul,Operations,Senior Analyst,Active,108330,1,595,6,26,Absent,40595,2025-01-22,2025-01-17,98213299,No,No,No,No
EMP1437,Priya,Sales,Executive,Active,75751,35,353,25,26,Present,64194,2025-01-13,2025-01-15,22779593,No,Yes,No,No
EMP1438,Suresh,Operations,Senior Analyst,Active,98915,25,557,1,26,Present,69377,2025-01-26,2025-01-02,25255164,No,No,No,No
EMP1439,Nithya,Support,Executive,Active,74254,10,565,3,26,Present,46853,2025-01-09,2024-12-13,23979901,No,No,No,No
EMP1440,Suresh,Sales,Analyst,Active,27006,7,339,20,26,Absent,93719,2025-01-01,2025-01-21,94663230,No,No,No,No
EMP1441,Praveen,Operations,Manager,Active,94218,39,250,16,26,Present,40661,2025-01-14,2024-12-10,26010986,No,Yes,No,No
EMP1442,Karthik,Support,Senior Analyst,Active,85344,21,316,0,26,Present,70493,2025-01-29,2024-12-24,65230489,No,No,No,Yes
EMP1443,Lakshmi,IT,Manager,Active,53840,19,245,9,26,Present,138724,2025-01-16,2024-12-10,65804235,Yes,No,No,No
EMP1444,Rahul,Operations,Executive,Active,52430,7,508,18,26,Present,126705,2025-01-20,2025-01-10,69491725,No,No,No,No
EMP1445,Deepak,Sales,Senior Analyst,Active,43091,28,287,14,26,Present,56495,2025-01-15,2024-12-31,57914328,No,Yes,No,No
EMP1446,Pavithra,Finance,Lead,Active,52983,39,407,9,26,Present,33703,2025-01-01,2024-12-13,79430855,No,Yes,No,No
EMP1447,Revathi,Operations,Manager,Active,43989,25,576,18,26,Present,73080,2025-01-17,2024-12-03,82571626,No,No,No,No
EMP1448,Hari,Finance,Senior Analyst,Active,95451,29,468,11,26,Present,50815,2025-01-24,2025-01-28,95562179,No,Yes,No,No
EMP1449,Vijay,Support,Manager,Active,38990,16,288,23,26,Present,49565,2025-01-30,2025-01-19,28867867,No,No,No,No
EMP1450,Geetha,IT,Senior Analyst,Active,110270,19,580,15,26,Present,83321,2025-01-30,2025-01-21,55658566,No,No,No,No
EMP1451,Rohit,HR,Analyst,Active,100360,15,317,8,26,Present,137491,2025-01-13,2025-01-03,57428722,Yes,No,No,No
EMP1452,Sneha,IT,Manager,Active,56081,6,253,14,26,Present,78453,2025-01-30,2025-01-18,52836195,No,No,No,No
EMP1453,Rohit,Operations,Lead,Active,31033,15,315,16,26,Present,108478,2025-01-27,2024-12-28,17123801,No,No,No,No
EMP1454,Ajith,Finance,Lead,Active,36241,26,317,13,26,Present,128522,2025-01-15,2024-12-19,97667956,No,Yes,No,No
EMP1455,Revathi,Finance,Executive,Active,25939,22,459,17,26,Present,53161,2025-01-16,2024-12-23,11897465,No,No,No,No
EMP1456,Hari,Sales,Senior Analyst,Active,67562,23,274,25,26,Absent,75991,2025-01-16,2025-01-14,32475701,No,No,No,No
EMP1457,Pavithra,Finance,Manager,Active,55063,8,504,1,26,Missing,134296,2025-01-02,2025-01-01,31442986,Yes,No,Yes,No
EMP1458,Anitha,Sales,Executive,Active,96721,34,206,3,26,Present,127339,2025-01-17,2024-12-13,87568041,Yes,Yes,No,No
EMP1459,Geetha,Support,Manager,Active,47045,19,565,17,26,Present,29716,2025-01-11,2025-01-02,40548432,No,No,No,No
EMP1460,Geetha,HR,Senior Analyst,Active,64769,36,321,6,26,Present,127099,2025-01-08,2025-01-03,70036717,Yes,Yes,No,No
EMP1461,Rahul,Operations,Lead,Active,67118,16,210,12,26,Absent,53349,2025-01-20,2025-01-02,18536341,No,No,No,No
EMP1462,Geetha,Sales,Analyst,Active,104703,30,547,14,26,Present,67098,2025-01-03,2025-01-25,89526723,No,Yes,No,No
EMP1463,Santhosh,HR,Lead,Active,41625,7,414,24,26,Present,128435,2025-01-29,2024-12-05,63055654,No,No,No,No
EMP1464,Pavithra,Finance,Executive,Active,47076,14,478,22,26,Absent,20132,2025-01-12,2025-01-25,11119816,No,No,No,No
EMP1465,Arun,Finance,Analyst,Active,84805,30,227,21,26,Present,71990,2025-01-20,2024-12-03,71448594,No,Yes,No,No
EMP1466,Vijay,HR,Executive,Active,64605,29,434,25,26,Absent,133288,2025-01-16,2025-01-29,76400143,No,Yes,No,No
EMP1467,Santhosh,Finance,Senior Analyst,Active,104565,19,566,0,26,Present,88921,2025-01-14,2024-12-07,15168949,No,No,No,No
EMP1468,Praveen,Support,Analyst,Active,108509,38,512,10,26,Present,56538,2025-01-16,2024-12-24,64302831,No,Yes,No,No
EMP1469,Rahul,Support,Executive,Active,59121,11,225,9,26,Absent,120572,2025-01-27,2024-12-22,47526801,Yes,No,No,No
EMP1470,Arun,HR,Senior Analyst,Active,85101,16,253,24,26,Present,119279,2025-01-21,2025-01-14,98436118,No,No,No,No
EMP1471,Meena,Sales,Lead,Active,51433,29,228,4,26,Present,125909,2025-01-17,2024-12-23,26772468,Yes,Yes,No,No
EMP1472,Geetha,Sales,Senior Analyst,Active,63309,28,552,15,26,Present,27213,2025-01-30,2024-12-30,79579814,No,Yes,No,No
EMP1473,Revathi,HR,Manager,Active,87468,18,363,10,26,Missing,144693,2025-01-11,2025-01-29,18789784,No,No,Yes,No
EMP1474,Anitha,Sales,Senior Analyst,Active,64254,10,469,20,26,Present,64223,2025-01-17,2024-12-18,11043423,No,No,No,No
EMP1475,Keerthana,Sales,Senior Analyst,Active,87293,33,533,5,26,Present,111655,2025-01-19,2025-01-01,70573085,Yes,Yes,No,No
EMP1476,Vijay,Support,Manager,Active,116258,6,234,8,26,Present,88371,2025-01-22,2025-01-25,18315308,No,No,No,No
EMP1477,Priya,Sales,Executive,Active,57853,33,485,12,26,Present,88274,2025-01-01,2025-01-22,62849274,No,Yes,No,No
EMP1478,Pavithra,IT,Executive,Active,58405,19,547,23,26,Present,127853,2025-01-30,2024-12-07,14609635,No,No,No,No
EMP1479,Vijay,Operations,Senior Analyst,Active,86652,37,472,7,26,Present,24134,2025-01-27,2025-01-02,73819058,No,Yes,No,No
EMP1480,Meena,Finance,Manager,Active,63527,23,407,13,26,Present,111428,2025-01-12,2024-12-05,96685025,No,No,No,No
EMP1481,Santhosh,IT,Manager,Active,97227,9,437,23,26,Missing,59601,2025-01-15,2025-01-18,29880139,No,No,Yes,No
EMP1482,Kavya,Sales,Lead,Exited,20492,31,292,0,26,Present,93889,2025-01-18,2024-12-28,65230489,Yes,Yes,No,Yes
EMP1483,Santhosh,Support,Executive,Active,113418,14,372,16,26,Present,35690,2025-01-28,2024-12-08,19254404,No,No,No,No
EMP1484,Aishwarya,HR,Analyst,Active,28811,36,278,23,26,Absent,21909,2025-01-30,2024-12-15,38119485,No,Yes,No,No
EMP1485,Rohit,Sales,Executive,Active,113344,19,309,4,26,Present,111239,2025-01-23,2025-01-21,50170675,No,No,No,No
EMP1486,Revathi,Support,Executive,Active,44272,2,416,24,26,Missing,100032,2025-01-14,2024-12-04,46692309,No,No,Yes,No
EMP1487,Lakshmi,Operations,Lead,Active,113935,36,557,1,26,Present,32062,2025-01-30,2025-01-03,14448388,No,Yes,No,No
EMP1488,Divya,Sales,Analyst,Active,92010,39,305,24,26,Present,95386,2025-01-01,2024-12-05,24823516,No,Yes,No,No
EMP1489,Pavithra,HR,Lead,Active,112492,7,246,23,26,Present,113237,2025-01-13,2025-01-02,43203861,No,No,No,No
EMP1490,Keerthana,Support,Analyst,Active,67153,39,380,8,26,Present,54731,2025-01-30,2025-01-26,38473481,No,Yes,No,No
EMP1491,Lakshmi,Support,Senior Analyst,Active,74110,22,263,3,26,Present,25153,2025-01-15,2024-12-05,11594575,No,No,No,No
EMP1492,Hari,Support,Analyst,Active,33979,39,445,16,26,Present,30481,2025-01-07,2025-01-07,49700092,No,Yes,No,No
EMP1493,Keerthana,Operations,Lead,Active,48328,10,443,16,26,Absent,119270,2025-01-15,2025-01-03,78841193,No,No,No,No
EMP1494,Keerthana,Sales,Executive,Active,32867,7,519,20,26,Present,86425,2025-01-20,2025-01-27,95281074,No,No,No,No
EMP1495,Santhosh,Operations,Analyst,Active,79234,28,286,17,26,Present,83600,2025-01-10,2024-12-26,65230489,No,Yes,No,Yes
EMP1496,Pavithra,Finance,Analyst,Active,45851,29,416,15,26,Present,104981,2025-01-14,2024-12-01,95432637,No,Yes,No,No
EMP1497,Shalini,Finance,Manager,Active,51279,9,206,7,26,Missing,91997,2025-01-06,2024-12-04,67730160,Yes,No,Yes,No
EMP1498,Aishwarya,Sales,Executive,Active,116063,38,477,25,26,Present,124470,2025-01-14,2025-01-08,98854981,No,Yes,No,No
EMP1499,Rohit,Operations,Senior Analyst,Active,93402,27,536,10,26,Present,48205,2025-01-24,2025-01-23,73649207,No,Yes,No,No
EMP1500,Kavya,HR,Lead,Active,35449,35,409,20,26,Present,108887,2025-01-25,2024-12-26,10029882,No,Yes,No,No
EMP1501,Vijay,Support,Senior Analyst,Exited,96221,12,368,20,26,Present,101542,2025-01-22,2025-01-02,46229950,No,No,No,No
EMP1502,Pavithra,Support,Executive,Active,109080,31,529,17,26,Present,64149,2025-01-12,2025-01-02,19675864,No,Yes,No,No
EMP1503,Swathi,Sales,Analyst,Active,25451,35,337,22,26,Missing,69112,2025-01-11,2024-12-08,22757810,No,Yes,Yes,No
EMP1504,Naveen,Finance,Analyst,Exited,107178,36,590,23,26,Present,30940,2025-01-29,2024-12-20,78507569,No,Yes,No,No
EMP1505,Vijay,Finance,Executive,Active,61316,25,580,9,26,Absent,79010,2025-01-30,2024-12-16,58540668,Yes,No,No,No
EMP1506,Swathi,Support,Analyst,Active,83064,21,505,12,26,Present,96794,2025-01-25,2024-12-21,49766147,No,No,No,No
EMP1507,Praveen,Sales,Analyst,Exited,83761,3,429,16,26,Present,44485,2025-01-20,2025-01-14,50358759,No,No,No,No
EMP1508,Manoj,Operations,Analyst,Active,58870,30,507,17,26,Missing,109299,2025-01-22,2025-01-24,98703610,No,Yes,Yes,No
EMP1509,Vijay,Finance,Lead,Active,116566,17,360,9,26,Present,144321,2025-01-24,2025-01-25,33711279,Yes,No,No,No
EMP1510,Keerthana,Operations,Lead,Active,50873,37,200,15,26,Missing,125584,2025-01-25,2024-12-26,60888479,No,Yes,Yes,No
EMP1511,Kavya,Finance,Manager,Active,78627,23,435,19,26,Present,21067,2025-01-19,2024-12-23,69368823,No,No,No,No
EMP1512,Ganesh,Finance,Senior Analyst,Active,86155,22,387,4,26,Missing,40607,2025-01-02,2024-12-18,91818290,No,No,Yes,No
EMP1513,Revathi,IT,Executive,Exited,119186,21,203,12,26,Present,129419,2025-01-22,2024-12-31,52772387,No,No,No,No
EMP1514,Kavya,Finance,Executive,Active,45372,1,331,17,26,Present,81597,2025-01-20,2025-01-21,15132869,No,No,No,No
EMP1515,Priya,HR,Executive,Active,23642,30,417,16,26,Present,146736,2025-01-01,2025-01-11,18762127,No,Yes,No,No
EMP1516,Rahul,Sales,Manager,Active,48001,10,459,8,26,Present,94554,2025-01-08,2024-12-12,51036858,Yes,No,No,No
EMP1517,Geetha,Sales,Lead,Active,54064,27,200,13,26,Present,68521,2025-01-25,2024-12-01,58705554,No,Yes,No,No
EMP1518,Lakshmi,Operations,Manager,Active,114826,31,270,16,26,Present,132482,2025-01-14,2025-01-11,17111905,No,Yes,No,No
EMP1519,Pavithra,Finance,Executive,Active,34122,4,377,3,26,Present,35187,2025-01-09,2024-12-09,71762654,Yes,No,No,No
EMP1520,Shalini,HR,Senior Analyst,Active,44820,37,388,17,26,Present,122911,2025-01-02,2024-12-03,23859696,No,Yes,No,No
EMP1521,Nithya,Operations,Analyst,Active,88431,9,490,19,26,Absent,23985,2025-01-25,2025-01-29,62362536,No,No,No,No
EMP1522,Ganesh,IT,Lead,Exited,75745,39,207,23,26,Present,63052,2025-01-23,2025-01-20,11037904,No,Yes,No,No
EMP1523,Meena,Operations,Lead,Active,70081,23,452,23,26,Present,39563,2025-01-05,2024-12-26,15634222,No,No,No,No
EMP1524,Lakshmi,Operations,Manager,Active,90902,34,491,14,26,Present,67322,2025-01-23,2024-12-09,93490406,No,Yes,No,No
EMP1525,Nithya,Finance,Lead,Active,28711,22,443,10,26,Present,122842,2025-01-29,2025-01-11,93763253,No,No,No,No
EMP1526,Arun,IT,Executive,Exited,105132,16,322,11,26,Present,81245,2025-01-25,2025-01-20,71930813,No,No,No,No
EMP1527,Shalini,Operations,Executive,Exited,38793,0,498,8,26,Present,71514,2025-01-08,2024-12-16,87080924,Yes,No,No,No
EMP1528,Karthik,HR,Manager,Active,28199,30,482,12,26,Missing,38608,2025-01-16,2024-12-24,41326650,No,Yes,Yes,No
EMP1529,Nithya,HR,Executive,Active,96253,30,231,14,26,Absent,124675,2025-01-22,2025-01-19,65230489,No,Yes,No,Yes
EMP1530,Meena,Sales,Senior Analyst,Active,56191,33,533,14,26,Present,87262,2025-01-16,2024-12-14,58927001,No,Yes,No,No
EMP1531,Nithya,IT,Manager,Active,30211,8,576,4,26,Present,112118,2025-01-13,2024-12-03,85770215,Yes,No,No,No
EMP1532,Ajith,IT,Senior Analyst,Active,83069,21,345,22,26,Present,91327,2025-01-20,2025-01-03,83876278,No,No,No,No
EMP1533,Santhosh,Sales,Analyst,Active,108896,12,355,18,26,Present,77225,2025-01-29,2025-01-02,23315702,No,No,No,No
EMP1534,Shalini,Operations,Senior Analyst,Exited,76746,24,215,25,26,Present,93994,2025-01-15,2025-01-19,66232827,No,No,No,No
EMP1535,Aishwarya,IT,Analyst,Active,41542,17,554,19,26,Present,141701,2025-01-01,2024-12-24,24932920,No,No,No,No
EMP1536,Manoj,HR,Analyst,Active,51312,11,246,25,26,Present,37221,2025-01-22,2024-12-09,39644421,No,No,No,No
EMP1537,Shalini,HR,Senior Analyst,Active,65242,39,450,24,26,Present,68506,2025-01-03,2024-12-13,68585728,No,Yes,No,No
EMP1538,Praveen,Finance,Manager,Active,113783,16,386,25,26,Present,40968,2025-01-06,2024-12-02,84122247,No,No,No,No
EMP1539,Revathi,IT,Executive,Active,107893,14,230,25,26,Absent,147677,2025-01-22,2024-12-07,55230048,No,No,No,No
EMP1540,Rahul,Operations,Executive,Active,75388,14,459,13,26,Present,102606,2025-01-14,2025-01-17,60528818,No,No,No,No
EMP1541,Hari,Sales,Analyst,Active,47691,14,216,16,26,Absent,47937,2025-01-04,2024-12-21,49168490,No,No,No,No
EMP1542,Ramesh,Sales,Analyst,Active,97960,38,238,17,26,Missing,82435,2025-01-18,2024-12-19,48977876,No,Yes,Yes,No
EMP1543,Aishwarya,Operations,Manager,Exited,104388,12,503,20,26,Present,69508,2025-01-15,2024-12-25,14374296,No,No,No,No
EMP1544,Divya,Support,Lead,Active,42601,16,238,2,26,Present,146695,2025-01-09,2025-01-16,39154998,Yes,No,No,No
EMP1545,Arun,Finance,Senior Analyst,Active,38020,31,331,1,26,Present,61831,2025-01-18,2024-12-22,67831103,Yes,Yes,No,No
EMP1546,Revathi,Sales,Analyst,Active,28155,8,229,0,26,Missing,62933,2025-01-03,2024-12-11,17782634,Yes,No,Yes,No
EMP1547,Praveen,IT,Executive,Active,89119,39,357,9,26,Missing,67307,2025-01-10,2025-01-02,37874386,No,Yes,Yes,No
EMP1548,Arun,Finance,Manager,Active,101051,19,477,18,26,Present,68340,2025-01-17,2025-01-01,31767260,No,No,No,No
EMP1549,Santhosh,IT,Senior Analyst,Active,56777,25,402,16,26,Present,122951,2025-01-07,2024-12-21,42469815,No,No,No,No
EMP1550,Kavya,HR,Manager,Active,39710,26,265,11,26,Absent,128306,2025-01-15,2025-01-08,83933328,No,Yes,No,No
EMP1551,Praveen,Finance,Senior Analyst,Active,44532,20,307,0,26,Present,106338,2025-01-01,2024-12-20,96587513,Yes,No,No,No
EMP1552,Suresh,Sales,Senior Analyst,Active,38601,17,467,11,26,Absent,63601,2025-01-27,2024-12-08,86483451,No,No,No,No
EMP1553,Naveen,Finance,Analyst,Active,83227,12,421,16,26,Missing,95956,2025-01-25,2025-01-11,94721438,No,No,Yes,No
EMP1554,Keerthana,Finance,Manager,Active,24967,15,491,23,26,Present,92178,2025-01-27,2025-01-06,53735877,No,No,No,No
EMP1555,Vijay,Finance,Manager,Active,104289,8,217,2,26,Present,105311,2025-01-11,2024-12-09,95857552,Yes,No,No,No
EMP1556,Rohit,Support,Executive,Active,40022,11,289,10,26,Present,48754,2025-01-17,2024-12-25,43056049,No,No,No,No
EMP1557,Ganesh,Finance,Executive,Active,63463,37,380,16,26,Present,63310,2025-01-05,2024-12-25,94965309,No,Yes,No,No
EMP1558,Vijay,IT,Analyst,Active,94671,18,454,22,26,Present,89893,2025-01-07,2025-01-02,61472089,No,No,No,No
EMP1559,Vijay,HR,Analyst,Active,25722,6,452,25,26,Absent,106799,2025-01-19,2024-12-02,22012272,No,No,No,No
EMP1560,Ganesh,Operations,Lead,Active,47413,34,456,2,26,Missing,140007,2025-01-25,2024-12-19,40010229,Yes,Yes,Yes,No
EMP1561,Aishwarya,Finance,Executive,Active,112772,17,582,7,26,Missing,68367,2025-01-24,2025-01-15,27971663,No,No,Yes,No
EMP1562,Ganesh,Sales,Senior Analyst,Active,101050,15,545,19,26,Present,33201,2025-01-29,2024-12-20,43221319,No,No,No,No
EMP1563,Ganesh,Finance,Manager,Active,105867,38,286,3,26,Absent,22739,2025-01-15,2025-01-11,95473996,No,Yes,No,No
EMP1564,Priya,Sales,Analyst,Active,103596,3,289,20,26,Present,33231,2025-01-03,2025-01-10,45788700,No,No,No,No
EMP1565,Rahul,IT,Manager,Active,86732,24,436,21,26,Present,145610,2025-01-15,2025-01-11,16442399,No,No,No,No
EMP1566,Anitha,Sales,Manager,Active,32297,31,589,6,26,Present,127814,2025-01-05,2024-12-29,73134935,Yes,Yes,No,No
EMP1567,Ramesh,Operations,Lead,Exited,88323,39,269,13,26,Present,62495,2025-01-23,2024-12-06,29380303,No,Yes,No,No
EMP1568,Geetha,HR,Executive,Active,43816,12,243,13,26,Missing,41168,2025-01-12,2024-12-17,24569226,No,No,Yes,No
EMP1569,Ganesh,Sales,Analyst,Active,60695,16,399,3,26,Present,52624,2025-01-30,2025-01-29,26274309,No,No,No,No
EMP1570,Arun,Sales,Manager,Active,39702,36,351,15,26,Present,30635,2025-01-20,2024-12-25,22206970,No,Yes,No,No
EMP1571,Ganesh,HR,Analyst,Active,45242,5,285,23,26,Present,29964,2025-01-05,2025-01-07,14961826,No,No,No,No
EMP1572,Kavya,Operations,Senior Analyst,Active,75841,18,218,21,26,Present,47785,2025-01-03,2024-12-04,83745572,No,No,No,No
EMP1573,Praveen,Finance,Lead,Exited,87712,12,300,0,26,Present,115046,2025-01-09,2024-12-30,19672204,Yes,No,No,No
EMP1574,Naveen,Sales,Senior Analyst,Exited,105663,25,294,16,26,Present,102797,2025-01-26,2024-12-20,43604324,No,No,No,No
EMP1575,Vijay,HR,Analyst,Active,112764,13,453,24,26,Present,104790,2025-01-09,2024-12-03,31849453,No,No,No,No
EMP1576,Kavya,IT,Analyst,Active,73574,30,556,9,26,Present,96928,2025-01-07,2024-12-23,18734143,Yes,Yes,No,No
EMP1577,Deepak,HR,Executive,Active,105744,3,229,21,26,Absent,32336,2025-01-26,2025-01-20,50125952,No,No,No,No
EMP1578,Shalini,IT,Manager,Active,48482,38,448,15,26,Present,97475,2025-01-02,2024-12-18,16060297,No,Yes,No,No
EMP1579,Divya,Operations,Manager,Active,29171,7,232,15,26,Present,47412,2025-01-23,2024-12-26,86280531,No,No,No,No
EMP1580,Keerthana,Finance,Senior Analyst,Active,118932,24,428,25,26,Present,102212,2025-01-23,2025-01-25,62554502,No,No,No,No
EMP1581,Lakshmi,HR,Lead,Active,23696,12,211,7,26,Present,95379,2025-01-27,2025-01-05,56210871,Yes,No,No,No
EMP1582,Shalini,Support,Manager,Exited,40058,31,317,6,26,Present,65591,2025-01-21,2024-12-08,97178319,Yes,Yes,No,No
EMP1583,Naveen,Sales,Executive,Active,40313,37,549,5,26,Present,81750,2025-01-16,2024-12-17,78023972,Yes,Yes,No,No
EMP1584,Suresh,Operations,Senior Analyst,Active,39149,37,354,15,26,Missing,110648,2025-01-09,2024-12-31,65208971,No,Yes,Yes,No
EMP1585,Ajith,HR,Senior Analyst,Active,73521,27,592,19,26,Present,116134,2025-01-13,2025-01-06,29161488,No,Yes,No,No
EMP1586,Nithya,Sales,Executive,Active,65740,29,445,15,26,Absent,55454,2025-01-28,2025-01-14,38132051,No,Yes,No,No
EMP1587,Lakshmi,HR,Lead,Active,24956,2,531,6,26,Missing,118537,2025-01-27,2025-01-26,63152025,Yes,No,Yes,No
EMP1588,Divya,IT,Executive,Active,95731,27,446,8,26,Present,82672,2025-01-19,2025-01-02,11418351,No,Yes,No,No
EMP1589,Keerthana,HR,Lead,Active,102612,2,228,13,26,Present,47228,2025-01-20,2024-12-27,14917970,No,No,No,No
EMP1590,Divya,Support,Executive,Active,86641,33,360,10,26,Present,34429,2025-01-17,2025-01-14,13726713,No,Yes,No,No
EMP1591,Priya,HR,Executive,Active,83811,15,434,25,26,Missing,104294,2025-01-06,2024-12-04,52537710,No,No,Yes,No
EMP1592,Praveen,HR,Analyst,Active,72160,21,389,25,26,Missing,87808,2025-01-04,2024-12-22,69523339,No,No,Yes,No
EMP1593,Santhosh,Support,Senior Analyst,Active,71313,31,316,13,26,Present,102886,2025-01-01,2024-12-26,43734548,No,Yes,No,No
EMP1594,Rohit,Operations,Executive,Active,83232,37,470,6,26,Absent,135577,2025-01-18,2025-01-01,72929193,Yes,Yes,No,No
EMP1595,Swathi,HR,Executive,Active,35417,7,457,0,26,Present,73015,2025-01-19,2024-12-24,31825461,Yes,No,No,No
EMP1596,Priya,Support,Manager,Active,44729,7,379,25,26,Missing,108074,2025-01-09,2025-01-15,39483553,No,No,Yes,No
EMP1597,Naveen,Sales,Senior Analyst,Active,50099,5,572,24,26,Missing,88936,2025-01-13,2025-01-04,26616198,No,No,Yes,No
EMP1598,Ajith,IT,Manager,Active,118134,13,371,12,26,Present,100907,2025-01-08,2025-01-06,36394560,No,No,No,No
EMP1599,Lakshmi,IT,Senior Analyst,Active,49961,31,473,19,26,Present,77378,2025-01-23,2025-01-01,61584473,No,Yes,No,No
EMP1600,Naveen,HR,Manager,Active,32602,34,458,2,26,Present,57310,2025-01-13,2024-12-07,96188770,Yes,Yes,No,No
EMP1601,Praveen,Operations,Executive,Active,29256,9,334,19,26,Present,121827,2025-01-15,2025-01-02,92254360,No,No,No,No
EMP1602,Kavya,Operations,Executive,Active,106120,2,370,3,26,Absent,103683,2025-01-11,2024-12-31,77831017,No,No,No,No
EMP1603,Karthik,Sales,Analyst,Exited,54681,11,409,25,26,Present,88827,2025-01-12,2025-01-24,38778554,No,No,No,No
EMP1604,Meena,HR,Manager,Active,111328,30,435,10,26,Present,55256,2025-01-14,2024-12-12,13446010,No,Yes,No,No
EMP1605,Sneha,IT,Lead,Active,107440,28,385,1,26,Present,96428,2025-01-04,2024-12-11,59215310,No,Yes,No,No
EMP1606,Naveen,Operations,Analyst,Active,84789,4,563,13,26,Missing,119862,2025-01-01,2024-12-24,65230489,No,No,Yes,Yes
EMP1607,Santhosh,HR,Manager,Active,63361,24,294,11,26,Present,122994,2025-01-24,2024-12-08,29346611,No,No,No,No
EMP1608,Ganesh,Operations,Manager,Active,84503,30,577,16,26,Present,58889,2025-01-04,2025-01-01,76544334,No,Yes,No,No
EMP1609,Vijay,Support,Analyst,Active,54540,20,210,11,26,Present,71428,2025-01-19,2025-01-26,13332951,No,No,No,No
EMP1610,Suresh,Operations,Executive,Active,46536,19,267,25,26,Missing,130502,2025-01-09,2025-01-07,71714580,No,No,Yes,No
EMP1611,Geetha,IT,Manager,Active,104700,38,578,11,26,Absent,57207,2025-01-10,2025-01-29,77420280,No,Yes,No,No
EMP1612,Revathi,Finance,Executive,Active,83043,21,409,0,26,Present,70255,2025-01-04,2024-12-22,60469628,No,No,No,No
EMP1613,Hari,Sales,Analyst,Active,98532,3,395,12,26,Present,125824,2025-01-20,2025-01-03,84238207,No,No,No,No
EMP1614,Keerthana,Sales,Executive,Active,76575,12,568,13,26,Present,111531,2025-01-30,2024-12-19,23603581,No,No,No,No
